Name,Address,Location,Country,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,FacilitiesAndServices
L'Atelier Robuchon,"Quai Wilson 37, Geneva, 1201, Switzerland",Geneva,Switzerland,€€€€,French Contemporary,6.1524563,46.2121316,+41229013770,https://guide.michelin.com/en/geneve-region/geneve/restaurant/l-atelier-robuchon,http://www.oetkercollection.com,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Counter dining,Credit card / Debit card accepted,Diners Club credit card,Maestro,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
The Japanese by The Chedi at Gütsch,"Gotthardstrasse 4, Andermatt, 6490, Switzerland",Andermatt,Switzerland,€€€€,"Japanese Contemporary, Fusion",8.6255457,46.6557369,+41418887466,https://guide.michelin.com/en/uri/andermatt/restaurant/the-japanese-by-the-chedi,https://www.thechediandermatt.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Great view,Mastercard credit card,Notable sake list,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access"
La Table du Lausanne Palace,"Rue du Grand Chêne 7, Lausanne, 1002, Switzerland",Lausanne,Switzerland,€€€€,Modern French,6.6314453,46.5195779,+41213313215,https://guide.michelin.com/en/vaud/lausanne/restaurant/la-table-du-lausanne-palace,http://www.lausanne-palace.ch/restaurants-bars/la-table-du-lausanne-palace/le-restaurant/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Maihöfli – Oscar de Matos,"Maihofstrasse 70, Lucerne, 6006, Switzerland",Lucerne,Switzerland,€€€,"Creative, Fusion",8.3115827,47.0652678,+41414206060,https://guide.michelin.com/en/luzern-region/luzern/restaurant/maihofli-%E2%80%93-oscar-de-matos,http://www.restaurantmaihoefli.ch,1 MICHELIN Star,"American Express credit card,Car park,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
La Chaumière by Serge Labrosse,"Chemin de la Fondelle 16, Troinex, 1256, Switzerland",Troinex,Switzerland,€€€,"Modern French, Market Cuisine",6.1476565,46.1623056,+41227843066,https://guide.michelin.com/en/geneve-region/troinex/restaurant/la-chaumiere-by-serge-labrosse,https://www.restaurant-la-chaumiere.ch/,1 MICHELIN Star,"Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
The Japanese Restaurant,"Gotthardstrasse 4, Andermatt, 6490, Switzerland",Andermatt,Switzerland,€€€€,"Japanese Contemporary, Fusion",8.5947275,46.6363781,+41418887488,https://guide.michelin.com/en/uri/andermatt/restaurant/the-japanese-restaurant,https://www.thechediandermatt.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Notable sake list,Particularly interesting wine list,Visa credit card,Wheelchair access"
Osteria TRE,"Kantonsstrasse 3, Bubendorf, 4416, Switzerland",Bubendorf,Switzerland,€€€€,"Italian, Modern Cuisine",7.7415822,47.4599385,+41619355555,https://guide.michelin.com/en/basel-landschaft/bubendorf/restaurant/osteria-tre,https://www.badbubendorf.ch/,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Maestro,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
Panorama - Cayenne,"Hartlisbergstrasse 39, Steffisburg, 3612, Switzerland",Steffisburg,Switzerland,€€€,Modern French,7.6208457,46.7872121,+41334374344,https://guide.michelin.com/en/bern-region/steffisburg/restaurant/panorama-cayenne,https://www.panorama-hartlisberg.ch/,1 MICHELIN Star,"Car park,Credit card / Debit card accepted,Great view,Maestro,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access"
Steinhalle,"Helvetiaplatz 5, Berne, 3000, Switzerland",Berne,Switzerland,€€€,Creative,7.4487709,46.9429867,+41313515100,https://guide.michelin.com/en/bern-region/bern/restaurant/steinhalle,https://steinhalle.ch/en/,1 MICHELIN Star,"American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card"
Segreto,"Abacus Platz 1, Wittenbach, 9301, Switzerland",Wittenbach,Switzerland,€€€€,"Creative, Mediterranean Cuisine",9.3964148,47.450773,+41712901111,https://guide.michelin.com/en/sankt-gallen-region/wittenbach/restaurant/segreto,https://www.segreto.ch/de,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Maison Manesse,"Hopfenstrasse 2, Zurich, 8045, Switzerland",Zurich,Switzerland,€€€€,Creative,8.521285,47.3650965,+41444620101,https://guide.michelin.com/en/zurich-region/zurich/restaurant/maison-manesse,https://www.maisonmanesse.ch/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Traube,"Baslerstrasse 211, Trimbach, 4632, Switzerland",Trimbach,Switzerland,€€€€,Classic French,7.8953583,47.3630688,+41622933050,https://guide.michelin.com/en/solothurn-region/trimbach/restaurant/traube179829,https://www.traubetrimbach.ch/,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Seerestaurant Belvédère,"Seestrasse 18a, Hergiswil, 6052, Switzerland",Hergiswil,Switzerland,€€€€,"Modern Cuisine, International",8.3117704,46.9833332,+41416303035,https://guide.michelin.com/en/nidwalden/hergiswil/restaurant/seerestaurant-belvedere,https://www.seerestaurant-belvedere.ch/de/,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access"
META,"Riva Paradiso 2, Lugano, 6900, Switzerland",Lugano,Switzerland,€€€,"Mediterranean Cuisine, Italian",8.946328,45.9927279,+41919946868,https://guide.michelin.com/en/ticino/lugano/restaurant/meta-1192226,https://metaworld.ch,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
LA CHAVALLERA in der Krone - Säumerei am Inn,"Via Cumünela 2, La Punt-Chamues-ch, 7522, Switzerland",La Punt-Chamues-ch,Switzerland,€€€€,"Modern Cuisine, Alpine",9.9260661,46.5786998,+41818541269,https://guide.michelin.com/en/graubunden/la-punt-chamues-ch/restaurant/gasthaus-krone,https://krone-lapunt.ch/de/,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
Epoca by Tristan Brandt,"Via Dil Parc 3, Flims, 7018, Switzerland",Flims,Switzerland,€€€€,"Modern Cuisine, Asian and Western",9.2860817,46.8271743,+41819284950,https://guide.michelin.com/en/graubunden/flims/restaurant/epoca-by-tristan-brandt,https://www.waldhaus-flims.ch/en/resort/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Visa credit card"
tobias buholzer,"Dorfstrasse 42, Rüschlikon, 8803, Switzerland",Rüschlikon,Switzerland,€€€€,"Vegetarian, Modern Cuisine",8.5553697,47.3089286,+41447240077,https://guide.michelin.com/en/zurich-region/rschlikon/restaurant/tobias-buholzer,http://die-rose.ch/de/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
Rössli - Jägerstübli,"Hauptstrasse 111, Escholzmatt, 6182, Switzerland",Escholzmatt,Switzerland,€€€€,Creative,7.9339973,46.9136165,+41414861241,https://guide.michelin.com/en/luzern-region/escholzmatt/restaurant/rossli-jagerstubli,https://www.stefanwiesner.ch/,1 MICHELIN Star,"Car park,Credit card / Debit card accepted,Maestro,Mastercard credit card,Visa credit card"
Löwen - Apriori,"Wolfhauserstrasse 2, Bubikon, 8608, Switzerland",Bubikon,Switzerland,€€€€,"Mediterranean Cuisine, Seasonal Cuisine",8.818755,47.2684502,+41552431716,https://guide.michelin.com/en/zurich-region/bubikon/restaurant/lowen-apriori,https://www.loewenbubikon.ch/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Terrace,Visa credit card"
Tsé Fung,"Route de Lausanne 301, Geneva, 1293, Switzerland",Geneva,Switzerland,€€€,Chinese,6.1494507,46.2504122,+41229595959,https://guide.michelin.com/en/geneve-region/geneve/restaurant/tse-fung,https://www.lareserve-geneve.com,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access"
La Riva,"Voa Davos Lai 27, Lenzerheide, 7078, Switzerland",Lenzerheide,Switzerland,€€€,"Modern French, Classic Cuisine",9.546549,46.7356712,+41813842600,https://guide.michelin.com/en/graubunden/lenzerheide/restaurant/la-riva,https://lariva.ch/,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card"
Aux Trois Amis,"Untergasse 17, Ligerz, 2514, Switzerland",Ligerz,Switzerland,€€,Country cooking,7.1398195,47.0900127,+41323151144,https://guide.michelin.com/en/bern-region/ligerz/restaurant/aux-trois-amis,https://www.aux3amis.ch/,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Le Berceau des Sens,"Route de Cojonnex 18, Lausanne, 1000, Switzerland",Lausanne,Switzerland,€€€,"Modern French, Classic Cuisine",6.6828358,46.5608424,+41217851221,https://guide.michelin.com/en/vaud/lausanne/restaurant/le-berceau-des-sens,https://www.berceau-des-sens.ch/,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Visa credit card,Wheelchair access"
Jägerhof,"Brühlbleichestrasse 11, Sankt Gallen, 9000, Switzerland",Sankt Gallen,Switzerland,€€€€,"Modern Cuisine, International",9.3833953,47.430792,+41712455022,https://guide.michelin.com/en/sankt-gallen-region/sankt-gallen/restaurant/jagerhof,https://www.jaegerhof.ch/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Terrace,Visa credit card"
Vivanda,"Crusch Plantaun 217, Brail, 7527, Switzerland",Brail,Switzerland,€€€€,"Creative, Alpine",10.0336936,46.6539661,+41818512000,https://guide.michelin.com/en/graubunden/brail/restaurant/vivanda310725,http://www.inlain.ch/en/hotel-cadonau/home/,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Le Café Suisse,"Rue Centrale 41, Bex, 1880, Switzerland",Bex,Switzerland,€€€€,Modern Cuisine,7.0155428,46.2503337,+41244633398,https://guide.michelin.com/en/vaud/bex/restaurant/le-cafe-suisse,https://www.cafe-suisse.ch/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
Capri,"Hofmattstrasse 12, Zermatt, 3920, Switzerland",Zermatt,Switzerland,€€€€,Italian,7.7484128,46.021696,+41279668700,https://guide.michelin.com/en/wallis/zermatt/restaurant/capri,https://www.montcervinpalace.ch/de/gastronomie/ristorante-capri,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Alpine Gourmet Prato Borni,"Bahnhofstrasse 55, Zermatt, 3920, Switzerland",Zermatt,Switzerland,€€€€,"Creative, Country cooking",7.7462776,46.0198173,+41279666600,https://guide.michelin.com/en/wallis/zermatt/restaurant/alpine-gourmet-prato-borni,https://www.zermatterhof.ch/home,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Visa credit card"
THE VIEW,"Via Guidino 29, Lugano, 6900, Switzerland",Lugano,Switzerland,€€€€,"Italian Contemporary, Modern Cuisine",8.950395,45.9873025,+41912100000,https://guide.michelin.com/en/ticino/lugano/restaurant/the-view473933,https://www.theviewlugano.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
Tosca,"Rue de la Mairie 8, Geneva, 1207, Switzerland",Geneva,Switzerland,€€,Tuscan,6.158218,46.2027504,+41227071444,https://guide.michelin.com/en/geneve-region/geneve/restaurant/tosca525872,https://www.tosca-geneva.ch/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card"
OZ,"Obergass 2, Fürstenau, 7414, Switzerland",Fürstenau,Switzerland,€€€€,Vegetarian,9.4461197,46.7210956,+41816321089,https://guide.michelin.com/en/graubunden/frstenau/restaurant/oz,https://www.oz-restaurant.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
L'Atelier Gourmand,"Rue du Bourg 1, Sierre, 3960, Switzerland",Sierre,Switzerland,€€€,French Contemporary,7.5325504,46.2930894,+41274551351,https://guide.michelin.com/en/vaud/sierre/restaurant/l-atelier-gourmand184651,http://www.hotel-terminus.ch,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
Bad Balgach by Schützelhofer,"Hauptstrasse 73, Balgach, 9435, Switzerland",Balgach,Switzerland,€€,Classic Cuisine,9.6004908,47.4036916,+41715995959,https://guide.michelin.com/en/sankt-gallen-region/balgach/restaurant/bad-balgach-by-schutzelhofer,http://www.bad-balgach.com,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Terrace,Visa credit card"
Neue Taverne,"Glockengasse 8, Zurich, 8001, Switzerland",Zurich,Switzerland,€€€,"Vegetarian, Modern Cuisine",8.5403165,47.3721075,+41442211262,https://guide.michelin.com/en/zurich-region/zurich/restaurant/neue-taverne,https://www.neuetaverne.ch/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
Talvo by Dalsass,"Via Gunels 15, Saint Moritz, 7512, Switzerland",Saint Moritz,Switzerland,€€€€,Mediterranean Cuisine,9.8114484,46.478305,+41818334455,https://guide.michelin.com/en/graubunden/sankt-moritz/restaurant/talvo-by-dalsass,https://www.talvo.ch/,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
